"GUID","Index","Name","Description","Category","Productivity","Risk","SoftwareFlags","Reference","PluginName"
"SOSO",1207,"Soso.com","Traffic generated by searching and browsing websites, news, images videos etc. using soso.com","Web Services",3,1,0,"","sites"
"SOUNDCLD",756,"SoundCloud","General browsing and streaming media on the sound sharing site SoundCloud","Streaming Media",3,3,0,"","sites"
"SPCMEDIA",808,"SPC Media","Traffic generated by browsing websites that use SPC Media to generate ads.","Web Services",1,1,0,"","sites"
"SPDY",1154,"Speedy","Traffic generated by browsing websites that support the SPDY protocol.","Web Services",5,1,0,"","spdy"
"SPEEDTST",1183,"speedtest.net","Traffic generated by speedtest.net to measure maximum upload and download speed.","Web Services",3,2,0,"","speedtest"
"SPIDROAK",1435,"SpiderOak","Data syncing traffic generated by SpiderOak's cloud storage for mobile and desktop applications.","File Transfer",3,3,0,"","sites"
"SPINRILA",1444,"Spinrilla","Visiting or accessing music from Spinrilla's free audio streaming websites and mobile apps.","Streaming Media",1,2,0,"","sites"
"SPOOLSS",1087,"Spooler Subsystem","Microsoft Spooler Subsystem network communication between printers and workstations.","Networking",3,1,0,"","cifs"
"SPOTFLUX",1247,"Spotflux","Traffic generated by using Spotflux VPN application on a mobile device or PC","VPN and Tunneling",3,1,0,"","spotflux"
"SPOTIFY",1027,"Spotify","Spotify web and audio traffic.","Streaming Media",1,1,0,"","spotify"
"SPOTXCHG",941,"SpotXchange","Traffic generated by browsing websites that use SpotXchange to provide online content or ads.","Web Services",3,2,0,"","sites"
"SQLNET",73,"Oracle SQLNET","Networking software that allows remote data-access between programs and the Oracle Database, or among multiple Oracle Databases.","Database",4,1,0,"","portmap"
"SQLSERV",115,"SQL Services","SQL Services","Database",3,1,0,"","portmap"
"SQUIDOO",757,"Squidoo","General browsing and posting on social networking interest organization website Squidoo","Web Services",3,3,0,"","sites"
"SRC",182,"SRC","IBM System Resource Controller facilitates the management and control of complex subsystems. The SRC is a subsystem controller.","Networking",3,1,0,"","portmap"
"SRCFORGE",650,"Sourceforge","A web-based source code repository. A centralized location for software developers to control and manage open source software development.","Social Networking",3,5,0,"","sites"
"SRMP",178,"SRMP","Spider Remote Monitoring Protocol","Networking",3,1,0,"","portmap"
"SRSSEND",256,"SRS Send","Port 362/tcp and 362/udp","Networking",3,1,0,"","portmap"
"SRTCP",1099,"Secure RTCP","RTCP (Real-Time Transport Control Protocol) is a sister protocol of the Real-time Transport Protocol (RTP). SRTCP provides out-of-band control information for an SRTP flow.","Streaming Media",3,2,0,"","rtcp,rtp,sip"
"SRTP",1098,"SRTP","SRTP (Secure Real-Time Transport Protocol) is primarily used to deliver secure real-time audio and video.","Streaming Media",3,2,0,"","rtp,sip"
"SRTPAUD",1100,"SRTP Audio","Secure Real-Time audio conferencing and communication using the SRTP protocol.","Streaming Media",3,2,0,"","sip"
"SRTPVID",1101,"SRTP Video","Secure Real-Time video conferencing and communication using the SRTP protocol.","Streaming Media",3,2,0,"","sip"
"SRVCENOW",1320,"ServiceNow","The traffic consists of data from browsing, login and logout of ServiceNow websites.","Web Services",5,1,0,"","sites"
"SSDP",393,"SSDP","SSDP (Simple Service Discovery Protocol) is used for discovery of Universal Plug and Play services.","Networking",4,1,0,"","portmap,ssdp"
"SSH",48,"SSH","SSH (Secure Shell) is a network protocol that allows data to be exchanged using a secure channel between two networked devices.","Remote Access",3,4,0,"","portmap,ssh"
"SSL",321,"SSL","SSL (Secure Sockets Layer) is a cryptographic protocol that provides security over the Internet.","Web Services",3,3,0,"","portmap,tls"
"STACEXCH",1196,"Stack Exchange Network","The traffic consists of the data from browsing, logging into the Stack Exchange and Stack Overflow websites and using their forums.","Web Services",4,1,0,"","sites"
"STATCNT",952,"Statcounter","Traffic generated by browsing websites that use Statcounter to track user data.","Web Services",3,1,0,"","sites"
"STATSRV",130,"STATSRV","Statistics Service for collecting STAT data from hosts","Network Monitoring",3,5,0,"","portmap"
"STEAM",614,"Steam","Steam is an online gaming and social networking website. Users can purchase, download, and play games, as they connect with friends and groups with similar interests.","Games",1,2,0,"","steam"
"STEAMCLI",617,"Steam Client","Steam client-based http traffic (store browsing, news updates)","Games",1,1,0,"","steam"
"STEAMDLC",615,"Steam DLC","Downloadable content from Steam (games, updates, etc.)","Games",1,2,0,"","steam"
"STEAMGME",616,"Steam Game","Steam online gaming traffic","Games",1,2,0,"","steam"
"STEAMSOC",618,"Steam Social","Steam social traffic (Friends network, peer to peer voice chat)","Social Networking",1,1,0,"","steam"
"STMBLUPN",559,"StumbleUpon","A web browser plugin that allows users to discover and rate webpages, photos, videos and news articles","Web Services",1,1,0,"","sites"
"STORADMN",513,"Store Admin","Exchange Store Admin","Mail",5,1,0,"","exchange"
"STRHOUSE",1400,"Storehouse","Traffic generated by browsing Storehouse visual storytelling mobile apps, sharing pictures and stories.","Social Networking",2,2,0,"","sites"
"STUN",479,"STUN","STUN (Session Traversal Utilities for NAT) is used in NAT traversal for applications with real-time voice, video, messaging, and other interactive communications.","Networking",3,2,0,"","portmap,stun"
"SUCESFAC",1319,"SuccessFactors","The traffic consists of data from browsing, login and logout of SuccessFactors websites and its software-as-a-Service (SaaS) solutions.","Web Services",5,1,0,"","sites"
"SUGRSYNC",1436,"SugarSync","Data syncing traffic generated by SugarSync’s cloud storage and file sharing platforms for desktops and mobile devices.","File Transfer",3,3,0,"","sites"
"SUNRPC",109,"Sun RPC","Sun RPC is a widely deployed remote procedure call system.","Networking",4,4,0,"","portmap"
"SUPDUP",94,"SUPDUP","The SUPDUP protocol provides for login to a remote system over a network with terminal-independent output.","Remote Access",3,1,0,"","portmap"
"SUPERCEL",1473,"Supercell","Content delivery, game, and web traffic from Supercell, developer of the popular mobile games Boom Beach and Clash of Clans.","Games",1,1,0,"http://supercell.com/","games"
"SUPERVPN",1464,"SuperVPN","VPN Traffic generated by using the SuperVPN app on mobile devices.","VPN and Tunneling.",1,3,0,"https://play.google.com/store/apps/details?id=com.jrzheng.supervpnfree","supervpn"
"SUPRNEWS",458,"SuperNews","A Usenet/newsgroup service provider.","File Transfer",1,4,0,"","nntp"
"SURESOME",696,"SureSome","Web traffic encrypted and tunneled through Suresome web proxy","Proxy",2,2,0,"","sites"
"SURIKATE",1230,"surikate","Traffic generated by browsing mobile sites that use surikate to generate ad traffic and gather analytics","Web Services",3,1,0,"","sites"
"SURMEAS",199,"SURMEAS","Survey Measurement","Networking",3,1,0,"","portmap"
"SUROGAFR",697,"Surrogafier","Web traffic tunneled through Surrogafier web proxy.","Proxy",2,2,0,"","sites"
"SURVMONK",651,"SurveyMonkey","A private American company that enables users to create their own web survey, using free and enhanced paid products and services","Web Services",3,5,0,"","sites"
"SUTLNT",88,"Su-Mit Telnet","Su-Mit Telnet Gateway","Remote Access",2,3,0,"","portmap"
"SVN",1152,"SVN","Managing content on a Subversion server.","Database",5,2,0,"","portmap,svn"
"SVRLOC",308,"SVRLOC","A service discovery protocol that allows computers and other devices to find services in a local area network without prior configuration. SLP has been designed to scale from small, unmanaged networks to large enterprise networks. It has been defined in RFC 2608 and RFC 3224 as Standards Track document.","Networking",3,1,0,"","portmap"
"SWAGBUCK",1127,"Swagbucks","Traffic generated from shopping, searching, playing games, viewing media, doing surveys, or redeeming Swagbucks for rewards on Swagbucks.com.","Web Services",1,1,0,"","sites"
"SWIFTRVF",96,"Swift RVFP","Swift Remote Virtual File Protocol","File Transfer",3,2,0,"","portmap"
"SYBASE",336,"Sybase SQL","SQL connections and queries made to a Sybase SQL server.","Database",5,2,0,"","portmap,sap"
"SYMANTEC",1165,"Symantec","General Symantec and Norton website traffic.","File Transfer",3,1,0,"","sites"
"SYMUPDAT",1166,"Symantec LiveUpdate","Symantec LiveUpdate traffic, this includes spyware definitions, firewall rules, antivirus signature files, and software updates.","File Transfer",3,2,0,"","sites"
"SYNOTICS",279,"SynOptics","SynOptics Communications is credited with having invented the concept of the modular Ethernet hub and high-speed Ethernet networking over copper twisted-pair and fiber optic cables.","Networking",3,1,0,"","portmap"
"SYNPLCTY",1422,"Syncplicity","Data syncing traffic generated by Syncplicity's cloud storage for mobile and desktop applications.","File Transfer",3,3,0,"","sites"
"SYSATT",516,"Sysatt","Microsoft Exchange System Attendant service","Mail",5,1,0,"","exchange"
"SYSLOG",407,"Syslog","A standard for logging program messages.","Network Monitoring",4,1,0,"","portmap,syslog"
"SYSTAT",40,"Systat","System diagnostics information","Network Monitoring",3,1,0,"","portmap"
"T120",1257,"T.120","Traffic that is implementing one of the T.120 protocols.","Networking",3,2,0,"","portmap"
"TACACS",61,"TACACS","A remote authentication protocol that is used to communicate with an authentication server commonly used in UNIX networks. TACACS allows a remote access server to communicate with an authentication server in order to determine if the user has access to the network.","Networking",5,1,0,"","portmap,tacacs"
"TACNEWS",97,"TAC News","Protocol for service type TAC News registered with IANA on Port 98 tcp/udp","Networking",2,1,0,"","portmap"
"TAGGED",721,"Tagged","General browsing, game play, interactions, and file transfers on social networking site tagged.com","Social Networking",2,2,0,"","sites"
"TANGO",762,"Tango","Video or voice calling, sending photos or text, and game play on the mobile video communications social platform Tango","Messaging",3,3,0,"","tango"
"TAOBAO",779,"Taobao","Traffic generated by browsing, bidding, and shopping on the online marketplace taobao.com","Web Services",2,1,0,"","aliwangwang,sites"
"TARGET",726,"Target","General browsing and merchandise purchasing from online store Target","Web Services",2,1,0,"","sites"
"TARGINFO",930,"TARGUSinfo","Traffic generated by browsing websites that use Neustar Information Services (formerly TARGUSinfo) or its associated domains to generate ads.","Web Services",3,2,0,"","sites"
"TCP",32,"TCP","TCP (Transmission Control Protocol) is a core protocol of the Internet Protocol Suite that allows for reliable communication between hosts.","Networking",3,1,0,"","ip,ipv6,tcp"
"TCPMUX",35,"TCPMUX","TCP Port Service Multiplexer is a multiplexing service that may be accessed with a network protocol to contact any one of a number of available TCP services of a host on a single, well-known port number.","Networking",2,5,0,"","portmap"
"TCXFLASH",682,"TCX Flash","Wyse TCX flash redirect traffic","Networking",4,1,0,"","tcx"
"TCXMEDIA",683,"TCX Multimedia","Wyse TCX multimedia traffic","Networking",4,1,0,"","tcx"
"TCXSOUND",685,"TCX Sound","Wyse TCX sound traffic","Networking",4,1,0,"","tcx"
"TCXUSB",684,"TCX USB","Wyse TCX USB virtualizer traffic","Networking",4,1,0,"","tcx"
"TDS",1066,"TDS","Tabular Data Stream (TDS) is an application layer protocol, used to transfer data between a database server and a client. It was initially designed and developed by Sybase Inc. for their Sybase SQL Server relational database engine in 1984, and later by Microsoft in Microsoft SQL Server.","Database",5,1,0,"","tds"
"TEACHTUB",1007,"TeacherTube","Traffic generated by browsing the TeacherTube website and streaming video.","Web Services",1,4,0,"","sites"
"TEAMVIEW",592,"TeamViewer","TeamViewer is used to remotely control any computer on the Internet. TeamViewer needs to be running on both machines in order to connect. While the main focus is remote control, desktop sharing, file transfer and presentation features are also included.","Remote Access",4,2,0,"","teamviewer"
"TECHCRCH",1020,"TechCrunch","General browsing and interaction on web publication site TechCrunch","Web Services",2,2,0,"","sites"
"TECHINLN",713,"TechInline","General browsing, remote control, desktop sharing, and file transfers on remote support site Techinline.com","Web Services",5,5,0,"","sites"
"TELCOMEX",982,"Telecom Express","Traffic generated by browsing websites that use spoke (formerly Telecom Express) to generate ads.","Web Services",3,1,0,"","sites"
"TELEGRPH",869,"Telegraph","General browsing and interaction on online newspaper site the Telegraph","Web Services",2,2,0,"","sites"
"TELEMTRY",991,"Telemetry","Using websites that use Telemetry Verification to collect data for advertising and publishing companies","Web Services",3,1,0,"","sites"
"TELLY",870,"Telly","General browsing, interaction, and sharing and streaming videos from the video sharing site Telly.","Streaming Media",1,2,0,"","sites"
"TELNET",49,"Telnet","A network protocol used on the Internet or local area networks to provide a bidirectional interactive text-oriented communications facility using a virtual terminal connection.","Remote Access",3,2,0,"","portmap,telnet"
"TENCENT",1275,"Tencent","Traffic generated by browsing tencent websites.","Web Services",3,1,0,"","qq"
"TERACENT",950,"Teracent","Traffic generated by browsing websites that use Teracent to generate ad traffic.","Web Services",3,1,0,"","sites"
"TEREDO",852,"Teredo","A transitional technology that gives full IPv6 connectivity for IPv6-capable hosts which are on the IPv4 internet but which have no direct native connection to an IPv6 network.","Networking",3,1,0,"","ipv6"
"TEXAR",238,"Texar","Texar Corporation, recently acquired by Avalon Works Corp., is a security infrastructure software company that offers policy-based authorization solutions to securely control what people can do with highly valuable or critical data across the extended enterprise.","Networking",3,1,0,"","portmap"
"TFTP",75,"TFTP","TFTP (Trivial File Transfer Protocol) being used to list, download, and upload files to a TFTP server like SolarWinds TFTP Server, using a client like WinAgents TFTP client.","File Transfer",3,5,0,"","portmap,tftp"
"TFTPS",343,"TFTPS","TFTPS (Trivial File Transfer Protocol over SSL/TLS) is a lightweight file transfer protocol.","File Transfer",3,3,0,"","portmap"
"THEMFRST",679,"Theme Forest","ThemeForest is an Envato Marketplace. At ThemeForest you can buy and sell site templates and themes to skin popular CMS products like WordPress, Drupal and Joomla","Web Services",4,1,0,"","sites"
"TIMBUKTU",294,"Timbuktu","A remote control software product developed by Motorola. Remote control software allows a user to control another computer across the local network or the Internet, viewing its screen and using its keyboard and mouse as if he or she were sitting in front of it. Timbuktu is compatible with computers running both Mac OS X and Windows.","Networking",3,1,0,"","portmap"
"TIME",53,"Time","A network protocol in the Internet Protocol Suite defined in 1983 in RFC 868. Its purpose is to provide a site-independent, machine readable date and time.","Networking",3,3,0,"","portmap"
"TIVOLI",93,"Tivoli","IBM Tivoli Object Request Broker (ORB)","Network Monitoring",5,1,0,"","portmap"
"TKMASTER",1440,"Ticketmaster","Web traffic generated by browsing and purchasing event tickets through Ticketmaster's online services.","Web Services",2,1,0,"","sites"
"TLVMEDIA",929,"TLV Media","Traffic generated by browsing websites that use TLV Media to generate digital displays.","Web Services",3,1,0,"","sites"
"TMALL",780,"Tmall.com","Traffic generated by browsing and shopping on the consumer website Tmall.com","Web Services",3,1,0,"","sites"
"TMOBILE",462,"Tmobile","Tmobile VoIP services.","Streaming Media",4,2,0,"","sip"
"TN3270",1153,"TN3270","Sending and receiving data to and from IBM 3270 mainframe terminals using telnet protocol.","Remote Access",3,2,0,"","telnet"
"TOBITDAV",214,"Tobit","Tobit David Service Layer is a client/server software solution for NetWare or Windows NT Server that allows users on a LAN to send and receive faxes directly from their network-connected PC.","Networking",3,1,0,"","portmap"
"TOKBOX",793,"Tokbox","eBuddy video and voice messaging over RTMP through tokbox servers","Web Services",2,2,0,"","tokbox"
"TOR",573,"Tor","Tor (The Onion Router) is a free software implementation of second-generation onion routing, a system which claims to enable its users to communicate more anonymously on the Internet.","Proxy",2,4,0,"","anon"
"TORDIR",574,"Tor Directory Services","TOR Directory Services is a method of communication and routing used between nodes.","Proxy",2,4,0,"","anon"
"TORRENTZ",652,"torrentz.eu","A Finland-based meta-search engine for BitTorrent. It indexes torrents from various major torrent sites and offers compilations of various trackers per torrent so other trackers are available when one goes down","File Transfer",1,5,0,"","sites"
"TRADDESK",884,"The Trade Desk","Traffic generated by browsing websites that use The Trade Desk to generate ads.","Web Services",3,1,0,"","sites"
"TRIBALFS",806,"Tribal Fusion","Traffic generated by browsing websites that use Tribal Fusion to generate ads.","Web Services",1,1,0,"","sites"
"TRIGGIT",819,"Triggit","Traffic generated by browsing Facebook and other websites that use Triggit to generate ads.","Web Services",1,1,0,"","sites"
"TRIPIT",1375,"TripIt","Traffic generated by general browsing, login, and logoff on tripit.com website.","Web Services",4,2,0,"","sites"
"TRIPWIRE",378,"Tripwire","A free software security and data integrity tool useful for monitoring and alerting on specific file change(s) on a range of systems.","Network Monitoring",4,1,0,"","portmap"
"TRITONE",988,"Tritone Hosting","Traffic generated by browsing websites that use Tritone Hosting to collect web traffic.","Web Services",3,1,0,"","sites"
"TUBMOGUL",925,"TubeMogul","Traffic generated by browsing websites that use TubeMogul to generate ads or collect user analytics.","Web Services",3,2,0,"","sites"
"TUDOU",1214,"Tudou","Uploading, sharing, searching, and viewing videos on Chinese video-sharing site Tudou","Streaming Media",2,1,0,"","sites"
"TUMBLR",538,"Tumblr","A microblogging platform that allows users to post text, images, videos, links, quotes and audio to their tumblelog, a short-form blog.","Web Services",2,1,0,"","sites"
"TUNLBEAR",1304,"TunnelBear","Tunneled traffic via TunnelBear and/or TunnelBear website activity","VPN and Tunneling",2,1,0,"","tunnelbear"
"TURNANAL",803,"Turn","Traffic generated by browsing websites that use Turn to gather user data or generate ads.","Web Services",1,1,0,"","sites"
"TWEETDEC",608,"TweetDeck","Using TweetDeck to communicate with Twitter API","Social Networking",3,4,0,"","twitter"
"TWITPIC",607,"TwitPic","Twitter picture posting and delivery service","Social Networking",1,1,0,"","twitpic"
"TWITTER",476,"Twitter","Twitter is a social networking and microblogging service.","Social Networking",3,4,0,"","twitter"
"UAAC",138,"UAAC","UAAC Protocol","Networking",3,1,0,"","portmap"
"UARPS",193,"UARPS","Unisys ARPs","Networking",3,1,0,"","portmap"
"UDLDM",276,"Unidata LDM","A collection of cooperating programs that select, capture, manage, and distribute arbitrary data products. The system is designed for event-driven data distribution, and is currently used in the Unidata Internet Data Distribution (IDD) project. The LDM system includes network client and server programs and their shared protocols.","Networking",3,1,0,"","portmap"
"UDP",33,"UDP","UDP (User Datagram Protocol) is a core protocol of the Internet Protocol Suite that allows for low overhead, un-reliable communication between hosts, often for real-time data transfer.","Networking",3,1,0,"","ip,ipv6,udp"
"UEFA",1368,"UEFA","Traffic generated by general browsing on uefa.com website.","Web Services",4,2,0,"","sites"
"UIS",278,"UIS","Port 390/tcp and 390/udp","Networking",3,1,0,"","portmap"
"ULOADING",742,"Uploading.com","General browsing and file transfer to file storage service uploading.com","File Transfer",3,1,0,"","sites"
"ULSTPROC",266,"ULSTPROC","ListProcessor, ListProc for short, is a powerful mailing list agent that keeps track of thousands of people subscribed to any number of mailing lists.","Networking",3,1,0,"","portmap"
"ULTMATSW",1342,"Ultimate Software","Traffic consists of general browsing data generated by Ultimate Software's website.","Web Services",5,1,0,"","sites"
"ULTRASRF",1074,"Ultrasurf","Traffic generated by browsing the internet while using the ultrasurf application.","Proxy",2,2,0,"","ultrasurf"
"UMA",137,"UMA","Universal Management Architecture","Network Monitoring",4,1,0,"","portmap"
"UNDERTON",977,"Undertone","Traffic generated by browsing websites that use Undertone to generate ad traffic.","Web Services",3,2,0,"","sites"
"UNIFY",167,"UNIFY","Protocol for service type Unify registered with IANA on Port 181 tcp/udp","Networking",3,1,0,"","portmap"
"UPFRONT",1144,"Upfront","Digital media advertising traffic from Upfront Digital Media company","Web Services",3,1,0,"","sites"
"UPLOADED",1438,"Uploaded","Data syncing traffic generated by Uploaded's cloud storage service.","File Transfer",3,3,0,"","sites"
"UPROXY",1450,"uProxy","Proxy traffic generated by sharing connections with peers using uProxy's Chrome or Firefox extension.","Proxy",3,3,0,"","uproxy"
"UPS",288,"UPS","An electrical apparatus that provides emergency power to a load when the input power source, typically the utility mains, fails. A UPS differs from an auxiliary or emergency power system or standby generator in that it will provide instantaneous or near-instantaneous protection from input power interruptions by means of one or more attached batteries and associated electronic circuitry for low power users, and or by means of diesel generators and flywheels for high power users.","Networking",3,1,0,"","portmap"
"USAIP",1246,"USAIP","Traffic generated by connecting to usaip vpn autoconnect app on pc and phone and browsing websites","VPN and Tunneling",3,1,0,"","usaip"
"USATODAY",722,"USA Today","General browsing and streaming media from online newspaper site usatoday.com","Web Services",3,1,0,"","sites"
"USENET",457,"Usenet","A worldwide distributed Internet discussion system. Users read and post messages (called articles or posts, and collectively termed news) to one or more categories, known as newsgroups.","File Transfer",1,5,0,"","nntp"
"USTREAM",575,"UStream","A live interactive broadcast platform that enables anyone with an Internet connection and a camera to create webcasts.","Streaming Media",1,4,0,"","sites"
"UTMP",310,"UTMP","A file on Unix-like systems that keeps track of all logins and logouts to the system. It was never a part of any official Unix standard, such as Single UNIX Specification, and was obsoleted with introduction of utmpx and corresponding APIs","Networking",3,1,0,"","portmap"
"UUCP",114,"UUCP","Unix-to-Unix Copy","File Transfer",4,3,0,"","portmap"
"UULA",1303,"UULA","Softbank Mobile's subscription video-on-demand service","Streaming Media",1,4,0,"","sites"
"UVVU",1086,"UltraViolet","Logging into and viewing an UltraViolet movie collection, and being forwarded to retailer's sites when picking a movie from your collection.","Streaming Media",1,2,0,"","ultraviolet"
"VAGAA",1113,"Vagaa","Vagaa software download and p2p traffic.","File Transfer",1,5,0,"","vagaa"
"VALUECLK",809,"ValueClick Media","Traffic generated by browsing a website that uses ValueClick Media to generate ads.","Web Services",1,1,0,"","sites"
"VCHAT",377,"Vchat","An Internet conferencing protocol","Messaging",3,2,0,"","portmap"
"VEEVA",1345,"Veeva CRM","Traffic consists of general browsing data generated by Veeva's website for Veeva's Cloud-Based CRM for the Global Life Sciences Industry.","Web Services",5,1,0,"","sites"
"VETTCP",79,"vettcp","Protocol for service type vettcp registered with IANA on Port 78 tcp/udp","Networking",3,1,0,"","portmap"
"VIBER",744,"Viber","Viber is a mobile application for iPhone and Android that enables users to make free phone calls and send text messages to anyone else also using the installed application.","Messaging",2,4,0,"","viber"
"VIBRANT",908,"Vibrant","Traffic generated by browsing websites that use Vibrant to generate multimedia ads.","Web Services",3,1,0,"","sites"
"VIDDLER",1354,"Viddler","Traffic consists of general browsing data generated by Viddler's website.","Web Services",5,1,0,"","sites"
"VIDEOBB",653,"videobb","Traffic generated by browsing and streaming videos on videobb website.","Streaming Media",1,3,0,"","sites"
"VIDPLAZA",1240,"videoplaza","Traffic generated by browsing websites that use videoplaza for video advertisements","Web Services",3,2,0,"","sites"
"VIEWONTV",1238,"VIEWON","Traffic generated by browsing websites that use VIEWON for video advertisements","Web Services",3,2,0,"","sites"
"VIEWSURF",1225,"Viewsurf","Streaming webcam videos from french site Viewsurf","Web Services",2,2,0,"","sites"
"VIMEO",1112,"Vimeo","Streaming from and uploading to Vimeo website","Streaming Media",3,2,0,"","sites"
"VINE",1380,"Vine","Traffic generated by streaming video, sharing, and general browsing of Vine's short videos via web broswers or smartphone apps.","Streaming Media",1,4,0,"","sites"
"VKONTAKT",1067,"VKontakte","VKontakte is a social networking service.","Social Networking",2,5,0,"","sites"
"VMNET",161,"VMNET","Protocol for service type VMNET registered with IANA on Port 175 tcp/udp","Networking",3,1,0,"","portmap"
"VMOTION",1414,"VMware vMotion","Live migration of a VMware virtual machine between two ESXi servers","Networking",5,2,0,"","vmware"
"VMPWSCS",188,"VMPWSCS","Protocol for service type VM PWSCS registered with IANA on Port 214 tcp/udp","Networking",3,1,0,"","portmap"
"VMVIEW",1416,"VMware View","Traffic between a VMware View server and client","Networking",5,2,0,"","vmware"
"VMWARE",1413,"VMware","Encrypted traffic from VMware software and services","Networking",5,2,0,"","vmware"
"VNC",1051,"VNC","Traffic for Virtual Network Computing.","Remote Access",3,3,0,"","portmap,vnc"
"VOICFIVE",978,"Voice Five","Traffic generated by browsing websites that use Voice Five to collect user data and trends.","Web Services",3,1,0,"","sites"
"VONAGE",461,"Vonage","Vonage is a VoIP company that provides telephone service via a broadband connection.","Streaming Media",4,2,0,"","sip"
"VPNRECTR",1184,"VPNReactor","Traffic generated by browsing the internet while being connected via VPNReactor VPN servers, also traffic generated while browsing the VPNReactor homepage.","VPN and Tunneling",3,3,0,"","vpnreactor"
"VSLMP",228,"VSLMP","Protocol for service type vslmp registered with IANA on Port 312 tcp/udp","Networking",3,1,0,"","portmap"
"VSPHERE",1415,"VMware vSphere","Management traffic between a vSphere client and an ESXi server, or a web browser and a vCenter server","Networking",5,2,0,"","vmware"
"VXLAN",1383,"Virtual Extensible LAN","(Virtual Extensible LAN) is VLAN-like encapsulation protocol to encapsulate MAC-BASED OSI layer 2 Ethernet frames within layer 4 UDP packets","Networking",3,1,0,"","vxlan"
"W3SCHOOL",654,"W3Schools","A website developer's portal, with tutorials and references relating to web development subjects","Web Services",3,3,0,"","sites"
"WANSCALR",395,"Citrix WANScaler","Citrix WAN optimization traffic.","Remote Access",5,1,0,"","portmap"
"WARIRFOM",1129,"Warrior Forum","Traffic generated by browsing the forum at warriorforum.com.","Web Services",3,1,0,"","sites"
"WARLIGHT",1369,"Warlight","Traffic generated by general browsing, login, and playing game on warlight.net website.","Games",1,1,0,"","sites"
"WAZE",1399,"Waze","Traffic generated by using Waze Social GPS mobile apps for navigation, and for viewing and sharing traffic conditions.","Social Networking",3,2,0,"","sites"
"WA_CALL",1384,"WhatsApp Voice Calling","Traffic generated by using WhatsApp to call peers.","Streaming Media",2,2,0,"","whatsapp"
"WA_LOCAT",1385,"WhatsApp Location","Traffic generated by using WhatsApp iPhone app to share location with peers.","Messaging",2,2,0,"","whatsapp"
"WA_MEDIA",1386,"WhatsApp Media Message","Traffic generated by using WhatsApp to send photo, video or voice messages to peers.","Messaging",2,2,0,"","whatsapp"
"WCCP",10,"WCCP","A Cisco-developed content-routing protocol that provides a mechanism to redirect traffic flows in real-time to web-caches.","Networking",3,1,0,"","nonip"
"WC_HRTBT",1056,"WeChat Heart Beat","WeChat Heart Beat traffic","Messaging",1,1,0,"","wechat"
"WC_LOGIN",1053,"WeChat Login","WeChat login traffic","Messaging",1,1,0,"","wechat"
"WC_MEDIA",1054,"WeChat Media","WeChat media traffic","Messaging",1,1,0,"","wechat"
"WC_MESG",1055,"WeChat Message","WeChat messaging traffic","Messaging",1,1,0,"","wechat"
"WC_UPDAT",1057,"WeChat Update","WeChat update traffic.","Messaging",1,1,0,"","wechat"
"WEATHER",1026,"Weather Channel","General browsing, interaction, and watching videos on the Weather Channel website.","Web Services",3,2,0,"","sites"
"WEBDAV",566,"WebDAV","Web-based Distributed Authoring and Versioning allows users to collaboratively edit and manage files on a remote web server.","File Transfer",3,5,0,"","webdav"
"WEBEX",480,"WebEx","Cisco's online meeting and web conferencing application.","Collaboration",4,4,0,"","webex"
"WEBEXMED",481,"Webex Media","WebEx Meetings Audio and Video conferencing traffic.","Collaboration",4,4,0,"","webex"
"WEBEXSHR",482,"Webex Sharing","WebEx Meetings traffic generated by desktop sharing, text chat, file sharing and whiteboard.","Collaboration",4,4,0,"","webex"
"WEBFLTR",354,"WebFilter","WebFilter Remote Monitor, IANA port 1046/tcp and 1046/udp","Networking",3,1,0,"","portmap"
"WEBORAMA",1223,"Weborama","Traffic generated by browsing websites that use Weborama to generate ad traffic and gather analytics","Web Services",3,1,0,"","sites"
"WEBSCOM",680,"Webs.com","Space for individuals, groups, or small businesses to share photos and videos, open a store, and build a member community","Web Services",4,1,0,"","sites"
"WEBSOCK",1092,"WebSocket","The WebSocket protocol is independent TCP based protocol which can be used by any client or server application.","Networking",3,1,0,"","websocket"
"WEBTREND",981,"Webtrends","Traffic generated by browsing websites that use Webtrends to generate ads and collect user analytics.","Web Services",3,2,0,"","sites"
"WECHAT",1052,"WeChat","Instant messaging traffic generated by WeChat mobile applications and web portal.","Messaging",1,2,0,"","wechat"
"WEEBLY",655,"Weebly","Online, free, website creator that uses widget-style format, allowing users to create pages with on a few clicks by dragging and dropping different page elements onto a page and filling in the content.","Web Services",4,3,0,"","sites"
"WEIBO",1206,"Weibo.com","The traffic generated from microblogging, chatting, sharing media and such using the microblogging site weibo.com","Web Services",2,1,0,"","sites"
"WETPAINT",758,"wetpaint","General browsing, loading images, and viewing articles on the TV entertainment site wetpaint","Web Services",1,2,0,"","sites"
"WHATSAPP",613,"WhatsApp","WhatsApp Messenger is a cross-platform mobile messaging app which allows you to exchange messages without having to pay for SMS","Messaging",2,2,0,"","whatsapp"
"WHOIS",57,"Whois","A query and response protocol that is widely used for querying databases that store the registered users or assignees of an Internet resource, such as a domain name, an IP address block, or an autonomous system, but is also used for a wider range of other information.","Networking",3,1,0,"","portmap"
"WIFICALL",1390,"Wifi Calling","Traffic generate by calling mobile or land line through Wifi.","Streaming Media",5,2,0,"","wificalling"
